2.7185,5.833184
2.7185,1.1473787
0.7767021,0.30696052
0.12288245,0.071325935
0.071738474,0.06444632
0.043483134,0.036538724
0.033108525,0.027048334
0.032457575,0.054102357
0.04553468,0.042090233
0.0398467,0.033569224
0.034217447,0.04658213
0.034767378,0.024514735
0.027815418,0.020073917
0.02077894,0.020416755
0.0200625,0.01919757
0.024832705,0.023808261
0.032864384,0.020918595
0.021740876,0.023986815
0.020526703,0.020407915
0.027702091,0.023530047
0.02622258,0.028300272
0.024160918,0.032333165
0.023034545,0.018868877
0.0220181,0.018123208
0.020065075,0.02343917
0.024175229,0.018427104
0.028457636,0.03141605
0.022169296,0.018811118
0.023580533,0.018450722
0.019529229,0.02170684
0.018661529,0.018100133
0.019602912,0.01823914
0.019348603,0.01871714
0.018889464,0.017666072
0.022690816,0.028455464
0.023760298,0.020466644
0.031476207,0.043144014
0.04089434,0.042273853
0.03825732,0.034402717
0.035917286,0.024832245
0.03361654,0.024775458
0.033872128,0.044045907
0.028366232,0.030043066
0.01939444,0.019352207
0.02453942,0.024042562
